Timestamp,hdc1080,install_box_location,Testo
20:08:24,21.62,out,21.6
20:08:24,21.53,out,21.6
20:08:25,21.54,out,21.6
20:08:26,21.62,out,21.6
20:08:26,21.61,out,21.6
20:08:27,21.65,out,21.6
20:08:27,21.40,out,21.6
20:08:28,21.65,out,21.6
20:08:28,21.79,out,21.6
20:08:29,21.46,out,21.6
20:08:30,21.65,out,21.6
20:08:30,21.52,out,21.6
20:08:31,21.49,out,21.6
20:08:31,21.53,out,21.6
20:08:32,21.54,out,21.6
20:08:32,21.53,out,21.6
20:08:33,21.58,out,21.6
20:08:34,21.58,out,21.6
20:08:34,21.46,out,21.6
20:08:35,21.49,out,21.6
20:08:35,21.54,out,21.6
20:08:36,21.62,out,21.6
20:08:36,21.43,out,21.6
20:08:37,21.40,out,21.6
20:08:38,21.62,out,21.6
20:08:38,21.59,out,21.6
20:08:39,21.52,out,21.6
20:08:39,21.52,out,21.6
20:08:40,21.44,out,21.6
20:08:40,21.53,out,21.6
20:08:41,21.59,out,21.6
20:08:42,21.50,out,21.6
20:08:42,21.37,out,21.6
20:08:43,21.54,out,21.6
20:08:43,21.50,out,21.6
20:08:44,21.65,out,21.6
20:08:44,21.54,out,21.6
20:08:45,21.59,out,21.6
20:08:46,21.52,out,21.6
20:08:46,21.61,out,21.6
20:08:47,21.61,out,21.6
20:08:47,21.53,out,21.6
20:08:48,21.52,out,21.6
20:08:48,21.29,out,21.6
20:08:49,21.56,out,21.6
20:08:50,21.50,out,21.6
20:08:50,21.59,out,21.6
20:08:51,21.54,out,21.6
20:08:51,21.59,out,21.6
20:08:52,21.49,out,21.6
20:08:52,21.74,out,21.6
20:08:53,21.64,out,21.6
20:08:54,21.62,out,21.6
20:08:54,21.38,out,21.6
20:08:55,21.62,out,21.6
20:08:55,21.61,out,21.6
20:08:56,21.43,out,21.6
20:08:57,21.50,out,21.6
20:08:57,21.53,out,21.6
20:08:58,21.64,out,21.6
20:08:58,21.54,out,21.6
20:08:59,21.54,out,21.6
20:08:59,21.62,out,21.6
20:09:00,21.44,out,21.6
20:09:01,21.52,out,21.6
20:09:01,21.61,out,21.6
20:09:02,21.47,out,21.6
20:09:02,21.40,out,21.6
20:09:03,21.59,out,21.6
20:09:03,21.52,out,21.6
20:09:04,21.44,out,21.6
20:09:05,21.62,out,21.6
20:09:05,21.53,out,21.6
20:09:06,21.59,out,21.6
20:09:06,21.54,out,21.6
20:09:07,21.49,out,21.6
20:09:07,21.43,out,21.6
20:09:08,21.43,out,21.6
20:09:09,21.47,out,21.6
20:09:09,21.56,out,21.6
20:09:10,21.62,out,21.6
20:09:10,21.50,out,21.6
20:09:11,21.35,out,21.6
20:09:11,21.43,out,21.6
20:09:12,21.61,out,21.6
20:09:13,21.67,out,21.6
20:09:13,21.54,out,21.6
20:09:14,21.61,out,21.6
20:09:14,21.52,out,21.6
20:09:15,21.47,out,21.6
20:09:15,21.47,out,21.6
20:09:16,21.56,out,21.6
20:09:17,21.53,out,21.6
20:09:17,21.58,out,21.6
20:09:18,21.50,out,21.6
20:09:18,21.52,out,21.6
20:09:19,21.65,out,21.6
20:09:19,21.58,out,21.6
20:09:20,21.53,out,21.6
20:09:21,21.42,out,21.6
20:09:21,21.61,out,21.6
20:09:22,21.59,out,21.6
20:09:22,21.40,out,21.6
20:09:23,21.62,out,21.6
20:09:23,21.47,out,21.6
20:09:24,21.43,out,21.6
20:09:25,21.37,out,21.6
20:09:25,21.53,out,21.6
20:09:26,21.49,out,21.6
20:09:26,21.49,out,21.6
20:09:27,21.52,out,21.6
20:09:27,21.46,out,21.6
20:09:28,21.43,out,21.6
20:09:29,21.67,out,21.6
20:09:29,21.53,out,21.6
20:09:30,21.59,out,21.6
20:09:30,21.53,out,21.6
20:09:31,21.53,out,21.6
20:09:31,21.54,out,21.6
20:09:32,21.52,out,21.6
20:09:33,21.54,out,21.6
20:09:33,21.53,out,21.6
20:09:34,21.61,out,21.6
20:09:34,21.62,out,21.6
20:09:35,21.47,out,21.6
20:09:35,21.46,out,21.6
20:09:36,21.29,out,21.6
20:09:37,21.50,out,21.6
20:09:37,21.43,out,21.6
20:09:38,21.47,out,21.6
20:09:38,21.47,out,21.6
20:09:39,21.47,out,21.6
20:09:39,21.59,out,21.6
20:09:40,21.59,out,21.6
20:09:41,21.56,out,21.6
20:09:41,21.58,out,21.6
20:09:42,21.47,out,21.6
20:09:42,21.56,out,21.6
20:09:43,21.59,out,21.6
20:09:43,21.64,out,21.6
20:09:44,21.50,out,21.6
20:09:45,21.44,out,21.6
20:09:45,21.40,out,21.6
20:09:46,21.53,out,21.6
20:09:46,21.67,out,21.6
20:09:47,21.44,out,21.6
20:09:47,21.46,out,21.6
20:09:48,21.61,out,21.6
20:09:49,21.38,out,21.6
20:09:49,21.58,out,21.6
20:09:50,21.46,out,21.6
20:09:50,21.37,out,21.6
20:09:51,21.42,out,21.6
20:09:51,21.50,out,21.6
20:09:52,21.53,out,21.6
20:09:53,21.40,out,21.6
20:09:53,21.50,out,21.6
20:09:54,21.54,out,21.6
20:09:54,21.54,out,21.6
20:09:55,21.54,out,21.6
20:09:55,21.54,out,21.6
20:09:56,21.44,out,21.6
20:09:57,21.44,out,21.6
20:09:57,21.50,out,21.6
20:09:58,21.49,out,21.6
20:09:58,21.37,out,21.6
20:09:59,21.58,out,21.6
20:09:59,21.50,out,21.6
20:10:00,21.46,out,21.6
20:10:01,21.50,out,21.6
20:10:01,21.52,out,21.6
20:10:02,21.56,out,21.6
20:10:02,21.54,out,21.6
20:10:03,21.49,out,21.6
20:10:03,21.50,out,21.6
20:10:04,21.59,out,21.6
20:10:05,21.28,out,21.6
20:10:05,21.52,out,21.6
20:10:06,21.40,out,21.6
20:10:06,21.49,out,21.6
20:10:07,21.42,out,21.6
20:10:08,21.49,out,21.6
20:10:08,21.58,out,21.6
20:10:09,21.49,out,21.6
20:10:09,21.43,out,21.6
20:10:10,21.47,out,21.6
20:10:10,21.59,out,21.6
20:10:11,21.64,out,21.6
20:10:11,21.52,out,21.6
20:10:12,21.34,out,21.6
20:10:13,21.40,out,21.6
20:10:13,21.49,out,21.6
20:10:14,21.40,out,21.6
20:10:14,21.40,out,21.6
20:10:15,21.56,out,21.6
20:10:16,21.46,out,21.6
20:10:16,21.46,out,21.6
20:10:17,21.49,out,21.6
20:10:17,21.34,out,21.6
20:10:18,21.68,out,21.6
20:10:18,21.34,out,21.6
20:10:19,21.49,out,21.6
20:10:20,21.47,out,21.6
20:10:20,21.46,out,21.6
20:10:21,21.49,out,21.6
20:10:21,21.56,out,21.6
20:10:22,21.50,out,21.6
20:10:22,21.53,out,21.6
20:10:23,21.43,out,21.6
20:10:24,21.59,out,21.6
20:10:24,21.47,out,21.6
20:10:25,21.49,out,21.6
20:10:25,21.46,out,21.6
20:10:26,21.37,out,21.6
20:10:26,21.50,out,21.6
20:10:27,21.44,out,21.6
20:10:28,21.50,out,21.6
20:10:28,21.49,out,21.6
20:10:29,21.49,out,21.6
20:10:29,21.29,out,21.6
20:10:30,21.38,out,21.6
20:10:30,21.44,out,21.6
20:10:31,21.46,out,21.6
20:10:32,21.49,out,21.6
20:10:32,21.56,out,21.6
20:10:33,21.49,out,21.6
20:10:33,21.37,out,21.6
20:10:34,21.58,out,21.6
20:10:34,21.49,out,21.6
20:10:35,21.44,out,21.6
20:10:36,21.53,out,21.6
20:10:36,21.49,out,21.6
20:10:37,21.37,out,21.6
20:10:37,21.53,out,21.6
20:10:38,21.69,out,21.6
20:10:38,21.56,out,21.6
20:10:39,21.52,out,21.6
20:10:40,21.52,out,21.6
20:10:40,21.53,out,21.6
20:10:41,21.52,out,21.6
20:10:41,21.58,out,21.6
20:10:42,21.43,out,21.6
20:10:42,21.54,out,21.6
20:10:43,21.35,out,21.6
20:10:44,21.65,out,21.6
20:10:44,21.46,out,21.6
20:10:45,21.56,out,21.6
20:10:45,21.67,out,21.6
20:10:46,21.50,out,21.6
20:10:46,21.40,out,21.6
20:10:47,21.62,out,21.6
20:10:48,21.56,out,21.6
20:10:48,21.58,out,21.6
20:10:49,21.54,out,21.6
20:10:49,21.42,out,21.6
20:10:50,21.44,out,21.6
20:10:50,21.52,out,21.6
20:10:51,21.44,out,21.6
20:10:52,21.62,out,21.6
20:10:52,21.52,out,21.6
20:10:53,21.54,out,21.6
20:10:53,21.56,out,21.6
20:10:54,21.54,out,21.6
20:10:54,21.38,out,21.6
20:10:55,21.49,out,21.6
20:10:56,21.58,out,21.6
20:10:56,21.56,out,21.6
20:10:57,21.59,out,21.6
20:10:57,21.52,out,21.6
20:10:58,21.44,out,21.6
20:10:58,21.53,out,21.6
20:10:59,21.35,out,21.6
20:11:00,21.44,out,21.6
20:11:00,21.42,out,21.6
20:11:01,21.34,out,21.6
20:11:01,21.75,out,21.6
20:11:02,21.37,out,21.6
20:11:02,21.53,out,21.6
20:11:03,21.61,out,21.6
20:11:04,21.59,out,21.6
20:11:04,21.54,out,21.6
20:11:05,21.50,out,21.6
20:11:05,21.50,out,21.6
20:11:06,21.31,out,21.6
20:11:06,21.56,out,21.6
20:11:07,21.64,out,21.6
20:11:08,21.56,out,21.6
20:11:08,21.56,out,21.6
20:11:09,21.53,out,21.6
20:11:09,21.50,out,21.6
20:11:10,21.53,out,21.6
20:11:10,21.35,out,21.6
20:11:11,21.50,out,21.6
20:11:12,21.54,out,21.6
20:11:12,21.54,out,21.6
20:11:13,21.56,out,21.6
20:11:13,21.53,out,21.6
20:11:14,21.62,out,21.6
20:11:15,21.47,out,21.6
20:11:15,21.61,out,21.6
20:11:16,21.44,out,21.6
20:11:16,21.49,out,21.6
20:11:17,21.40,out,21.6
20:11:17,21.50,out,21.6
20:11:18,21.43,out,21.6
20:11:18,21.42,out,21.6
20:11:19,21.47,out,21.6
20:11:20,21.43,out,21.6
20:11:20,21.53,out,21.6
20:11:21,21.56,out,21.6
20:11:21,21.50,out,21.6
20:11:22,21.46,out,21.6
20:11:22,21.49,out,21.6
20:11:23,21.52,out,21.6
20:11:24,21.47,out,21.6
20:11:24,21.54,out,21.6
20:11:25,21.49,out,21.6
20:11:25,21.58,out,21.6
20:11:26,21.56,out,21.6
20:11:26,21.58,out,21.6
20:11:27,21.59,out,21.6
20:11:28,21.59,out,21.6
20:11:28,21.59,out,21.6
20:11:29,21.53,out,21.6
20:11:29,21.47,out,21.6
20:11:30,21.47,out,21.6
20:11:31,21.47,out,21.6
20:11:31,21.46,out,21.6
20:11:32,21.49,out,21.6
20:11:32,21.47,out,21.6
20:11:33,21.64,out,21.6
20:11:33,21.46,out,21.6
20:11:34,21.43,out,21.6
20:11:35,21.54,out,21.6
20:11:35,21.32,out,21.6
20:11:36,21.52,out,21.6
20:11:36,21.59,out,21.6
20:11:37,21.59,out,21.6
20:11:37,21.44,out,21.6
20:11:38,21.50,out,21.6
20:11:39,21.46,out,21.6
20:11:39,21.58,out,21.6
20:11:40,21.43,out,21.6
20:11:40,21.42,out,21.6
20:11:41,21.46,out,21.6
20:11:41,21.44,out,21.6
20:11:42,21.47,out,21.6
20:11:43,21.42,out,21.6
20:11:43,21.59,out,21.6
20:11:44,21.38,out,21.6
20:11:44,21.46,out,21.6
20:11:45,21.61,out,21.6
20:11:45,21.32,out,21.6
20:11:46,21.56,out,21.6
20:11:47,21.56,out,21.6
20:11:47,21.49,out,21.6
20:11:48,21.50,out,21.6
20:11:48,21.47,out,21.6
20:11:49,21.37,out,21.6
20:11:49,21.50,out,21.6
20:11:50,21.54,out,21.6
20:11:51,21.64,out,21.6
20:11:51,21.42,out,21.6
20:11:52,21.61,out,21.6
20:11:52,21.44,out,21.6
20:11:53,21.42,out,21.6
20:11:53,21.49,out,21.6
20:11:54,21.42,out,21.6
20:11:55,21.52,out,21.6
20:11:55,21.52,out,21.6
20:11:56,21.53,out,21.6
20:11:56,21.43,out,21.6
20:11:57,21.50,out,21.6
20:11:57,21.64,out,21.6
20:11:58,21.61,out,21.6
20:11:59,21.59,out,21.6
20:11:59,21.52,out,21.6
20:12:00,21.49,out,21.6
20:12:00,21.49,out,21.6
20:12:01,21.44,out,21.6
20:12:01,21.46,out,21.6
20:12:02,21.61,out,21.6
20:12:03,21.53,out,21.6
20:12:03,21.38,out,21.6
20:12:04,21.40,out,21.6
20:12:04,21.44,out,21.6
20:12:05,21.28,out,21.6
20:12:05,21.34,out,21.6
20:12:06,21.43,out,21.6
20:12:07,21.43,out,21.6
20:12:07,21.42,out,21.6
20:12:08,21.34,out,21.6
20:12:08,21.50,out,21.6
20:12:09,21.43,out,21.6
20:12:09,21.56,out,21.6
20:12:10,21.49,out,21.6
20:12:11,21.40,out,21.6
20:12:11,21.61,out,21.6
20:12:12,21.35,out,21.6
20:12:12,21.47,out,21.6
20:12:13,21.42,out,21.6
20:12:13,21.52,out,21.6
20:12:14,21.40,out,21.6
20:12:15,21.38,out,21.6
20:12:15,21.46,out,21.6
20:12:16,21.61,out,21.6
20:12:16,21.64,out,21.6
20:12:17,21.46,out,21.6
20:12:17,21.35,out,21.6
20:12:18,21.49,out,21.6
20:12:19,21.53,out,21.6
20:12:19,21.44,out,21.6
20:12:20,21.25,out,21.6
20:12:20,21.68,out,21.6
20:12:21,21.53,out,21.6
20:12:21,21.58,out,21.6
20:12:22,21.49,out,21.6
20:12:23,21.52,out,21.6
20:12:23,21.56,out,21.6
20:12:24,21.58,out,21.6
20:12:24,21.50,out,21.6
20:12:25,21.46,out,21.6
20:12:25,21.43,out,21.6
20:12:26,21.42,out,21.6
20:12:27,21.46,out,21.6
20:12:27,21.37,out,21.6
20:12:28,21.61,out,21.6
20:12:28,21.42,out,21.6
20:12:29,21.46,out,21.6
20:12:29,21.65,out,21.6
20:12:30,21.44,out,21.6
20:12:31,21.68,out,21.6
20:12:31,21.47,out,21.6
20:12:32,21.56,out,21.6
20:12:32,21.50,out,21.6
20:12:33,21.56,out,21.6
20:12:33,21.43,out,21.6
20:12:34,21.46,out,21.6
20:12:35,21.54,out,21.6
20:12:35,21.58,out,21.6
20:12:36,21.58,out,21.6
20:12:36,21.49,out,21.6
20:12:37,21.46,out,21.6
20:12:38,21.58,out,21.6
20:12:38,21.49,out,21.6
20:12:39,21.46,out,21.6
20:12:39,21.53,out,21.6
20:12:40,21.46,out,21.6
20:12:40,21.58,out,21.6
20:12:41,21.47,out,21.6
20:12:41,21.54,out,21.6
20:12:42,21.44,out,21.6
20:12:43,21.61,out,21.6
20:12:43,21.44,out,21.6
20:12:44,21.44,out,21.6
20:12:44,21.49,out,21.6
20:12:45,21.50,out,21.6
20:12:46,21.54,out,21.6
20:12:46,21.62,out,21.6
20:12:47,21.65,out,21.6
20:12:47,21.44,out,21.6
20:12:48,21.52,out,21.6
20:12:48,21.56,out,21.6
20:12:49,21.44,out,21.6
20:12:50,21.53,out,21.6
20:12:50,21.43,out,21.6
20:12:51,21.71,out,21.6
20:12:51,21.53,out,21.6
20:12:52,21.44,out,21.6
20:12:52,21.50,out,21.6
20:12:53,21.35,out,21.6
20:12:54,21.56,out,21.6
20:12:54,21.49,out,21.6
20:12:55,21.43,out,21.6
20:12:55,21.54,out,21.6
20:12:56,21.56,out,21.6
20:12:56,21.43,out,21.6
20:12:57,21.38,out,21.6
20:12:58,21.65,out,21.6
20:12:58,21.54,out,21.6
20:12:59,21.40,out,21.6
20:12:59,21.61,out,21.6
20:13:00,21.65,out,21.6
20:13:00,21.59,out,21.6
20:13:01,21.47,out,21.6
20:13:02,21.43,out,21.6
20:13:02,21.44,out,21.6
20:13:03,21.49,out,21.6
20:13:03,21.50,out,21.6
20:13:04,21.53,out,21.6
20:13:04,21.53,out,21.6
20:13:05,21.58,out,21.6
20:13:06,21.54,out,21.6
20:13:06,21.61,out,21.6
20:13:07,21.47,out,21.6
20:13:07,21.46,out,21.6
20:13:08,21.46,out,21.6
20:13:08,21.44,out,21.6
20:13:09,21.52,out,21.6
20:13:10,21.46,out,21.6
20:13:10,21.64,out,21.6
20:13:11,21.43,out,21.6
20:13:11,21.49,out,21.6
20:13:12,21.58,out,21.6
20:13:12,21.50,out,21.6
20:13:13,21.56,out,21.6
20:13:14,21.50,out,21.6
20:13:14,21.53,out,21.6
20:13:15,21.52,out,21.6
20:13:15,21.54,out,21.6
20:13:16,21.40,out,21.6
20:13:16,21.52,out,21.6
20:13:17,21.50,out,21.6
20:13:18,21.64,out,21.6
20:13:18,21.52,out,21.6
20:13:19,21.50,out,21.6
20:13:19,21.59,out,21.6
20:13:20,21.58,out,21.6
20:13:20,21.47,out,21.6
20:13:21,21.49,out,21.6
20:13:22,21.42,out,21.6
20:13:22,21.47,out,21.6
20:13:23,21.38,out,21.6
20:13:23,21.53,out,21.6
20:13:24,21.54,out,21.6
20:13:24,21.58,out,21.6
20:13:25,21.38,out,21.6
20:13:26,21.54,out,21.6
20:13:26,21.59,out,21.6
20:13:27,21.40,out,21.6
20:13:27,21.42,out,21.6
20:13:28,21.53,out,21.6
20:13:28,21.56,out,21.6
20:13:29,21.65,out,21.6
20:13:30,21.50,out,21.6
20:13:30,21.49,out,21.6
20:13:31,21.58,out,21.6
20:13:31,21.42,out,21.6
20:13:32,21.54,out,21.6
20:13:32,21.64,out,21.6
20:13:33,21.54,out,21.6
20:13:34,21.49,out,21.6
20:13:34,21.61,out,21.6
20:13:35,21.61,out,21.6
20:13:35,21.52,out,21.6
20:13:36,21.31,out,21.6
20:13:36,21.52,out,21.6
20:13:37,21.59,out,21.6
20:13:38,21.50,out,21.6
20:13:38,21.52,out,21.6
20:13:39,21.46,out,21.6
20:13:39,21.53,out,21.6
20:13:40,21.43,out,21.6
20:13:40,21.46,out,21.6
20:13:41,21.58,out,21.6
20:13:42,21.42,out,21.6
20:13:42,21.46,out,21.6
20:13:43,21.40,out,21.6
20:13:43,21.42,out,21.6
20:13:44,21.40,out,21.6
20:13:44,21.62,out,21.6
20:13:45,21.65,out,21.6
20:13:46,21.44,out,21.6
20:13:46,21.44,out,21.6
20:13:47,21.40,out,21.6
20:13:47,21.52,out,21.6
20:13:48,21.56,out,21.6
20:13:48,21.53,out,21.6
20:13:49,21.58,out,21.6
20:13:50,21.44,out,21.6
20:13:50,21.47,out,21.6
20:13:51,21.61,out,21.6
20:13:51,21.40,out,21.6
20:13:52,21.50,out,21.6
20:13:53,21.43,out,21.6
20:13:53,21.46,out,21.6
20:13:54,21.53,out,21.6
20:13:54,21.58,out,21.6
20:13:55,21.47,out,21.6
20:13:55,21.61,out,21.6
20:13:56,21.50,out,21.6
20:13:57,21.52,out,21.6
20:13:57,21.38,out,21.6
20:13:58,21.50,out,21.6
20:13:58,21.64,out,21.6
20:13:59,21.52,out,21.6
20:13:59,21.49,out,21.6
20:14:00,21.49,out,21.6
20:14:01,21.46,out,21.6
20:14:01,21.42,out,21.6
20:14:02,21.40,out,21.6
20:14:02,21.49,out,21.6
20:14:03,21.69,out,21.6
20:14:03,21.56,out,21.6
20:14:04,21.34,out,21.6
20:14:05,21.52,out,21.6
20:14:05,21.61,out,21.6
20:14:06,21.44,out,21.6
20:14:06,21.47,out,21.6
20:14:07,21.43,out,21.6
20:14:07,21.59,out,21.6
20:14:08,21.58,out,21.6
20:14:09,21.43,out,21.6
20:14:09,21.46,out,21.6
20:14:10,21.58,out,21.6
20:14:10,21.58,out,21.6
20:14:11,21.35,out,21.6
20:14:11,21.38,out,21.6
20:14:12,21.53,out,21.6
20:14:13,21.49,out,21.6
20:14:13,21.46,out,21.6
20:14:14,21.46,out,21.6
20:14:14,21.53,out,21.6
20:14:15,21.44,out,21.6
20:14:15,21.44,out,21.6
20:14:16,21.54,out,21.6
20:14:17,21.38,out,21.6
20:14:17,21.50,out,21.6
20:14:18,21.49,out,21.6
20:14:18,21.56,out,21.6
20:14:19,21.50,out,21.6
20:14:19,21.49,out,21.6
20:14:20,21.53,out,21.6
20:14:21,21.50,out,21.6
20:14:21,21.64,out,21.6
20:14:22,21.59,out,21.6
20:14:22,21.46,out,21.6
20:14:23,21.50,out,21.6
20:14:23,21.58,out,21.6
20:14:24,21.42,out,21.6
20:14:25,21.40,out,21.6
20:14:25,21.46,out,21.6
20:14:26,21.43,out,21.6
20:14:26,21.38,out,21.6
20:14:27,21.52,out,21.6
20:14:27,21.40,out,21.6
20:14:28,21.50,out,21.6
20:14:29,21.52,out,21.6
20:14:29,21.52,out,21.6
20:14:30,21.65,out,21.6
20:14:30,21.61,out,21.6
20:14:31,21.47,out,21.6
20:14:31,21.50,out,21.6
20:14:32,21.64,out,21.6
20:14:33,21.58,out,21.6
20:14:33,21.58,out,21.6
20:14:34,21.43,out,21.6
20:14:34,21.50,out,21.6
20:14:35,21.59,out,21.6
20:14:35,21.49,out,21.6
20:14:36,21.34,out,21.6
20:14:37,21.53,out,21.6
20:14:37,21.43,out,21.6
20:14:38,21.47,out,21.6
20:14:38,21.40,out,21.6
20:14:39,21.42,out,21.6
20:14:39,21.49,out,21.6
20:14:40,21.44,out,21.6
20:14:41,21.52,out,21.6
20:14:41,21.58,out,21.6
20:14:42,21.54,out,21.6
20:14:42,21.58,out,21.6
20:14:43,21.47,out,21.6
20:14:43,21.47,out,21.6
20:14:44,21.43,out,21.6
20:14:45,21.47,out,21.6
20:14:45,21.50,out,21.6
20:14:46,21.59,out,21.6
20:14:46,21.29,out,21.6
20:14:47,21.43,out,21.6
20:14:47,21.53,out,21.6
20:14:48,21.44,out,21.6
20:14:49,21.58,out,21.6
20:14:49,21.46,out,21.6
20:14:50,21.50,out,21.6
20:14:50,21.47,out,21.6
20:14:51,21.47,out,21.6
20:14:51,21.28,out,21.6
